escuela,sigla,description
Música,MUC770A,"CURSO:EDUCACION DE LA VOZ 3
TRADUCCIÓN:VOCAL TRAINING 3
SIGLA:MUC770A
CRÉDITOS:05
MÓDULOS:01
CARÁCTER:MÍNIMO 
TIPO:TALLER
CALIFICACIÓN:ESTANDAR
DISCIPLINA:MÚSICA
PALABRAS CLAVE:CANTO, TÉCNICA, VOZ, DIRECCIÓN


I."
Música,MUC768A,"CURSO:EDUCACION DE LA VOZ 1
TRADUCCIÓN:VOCAL TRAINING 1
SIGLA:MUC768A
CRÉDITOS:05
MÓDULOS:01
CARÁCTER:MÍNIMO 
TIPO:TALLER
CALIFICACION:ESTANDAR
DISCIPLINA:MÚSICA
PALABRAS CLAVE:CANTO, TÉCNICA, VOZ, DIRECCIÓN.


I."
Música,MUC767,"CURSO: EXPRESION  CORPORAL / CORPORAL EXPRESSION
SIGLA: MUC767   
CREDITOS: 05
MODULOS: 02	
CARACTER: MINIMO
ESPECIALIDAD: MUSICA


I. "
Música,MUC764,"CURSO: LECTURA DE PARTITURAS 3 / SCORE  READING 3
SIGLA: MUC764	
CREDITOS: 05
MODULOS: 01				
CARÁCTER: MINIMO 
DISCIPLINA: MUSICA


I. "
Música,MUC762,"CURSO: LECTURA DE PARTITURAS 1 / SCORE  READING 1
SIGLA: MUC762	
CREDITOS: 05
MODULOS: 01			
CARÁCTER: MINIMO Y OPTATIVO DE PROFUNDIZACION
DISCIPLINA: MUSICA


I. "
Música,MUC750,"CURSO: METODOLOGÍA MUSICOLÓGICA 3 / METHODOLOGY IN MUSICOLOGY 3
SIGLA: MUC750
CREDITOS: 10
MODULOS: 01
CARACTER: MINIMO
DISCIPLINA: MUSICÍA


I. "
Música,MUC752,"CURSO: ORGANOLOGIA CHILENA / CHILEAN ORGANOLOGY
SIGLA: MUC752
CREDITOS: 05
MODULOS: 01
CARACTER: MINIMO Y OPTATIVO DE PROFUNDIZACION
DISCIPLINA: MUSICA


I. "
Música,MUC748,"CURSO: METODOLOGIA MUSICOLOGICA 1 / METHODOLOGY IN MUSICOLOGY 1
SIGLA: MUC748
CREDITOS: 10
MODULOS: 02
CARACTER: MINIMO
DISCIPLINA: MUSICA


I. "
Música,MUC745,"CURSO: MODELOS MUSICOLOGICOS I / MUSICOLOGICAL  MODELS 1
SIGLA: MUC745	
CREDITOS: 10
MODULOS: 02
CARACTER: MINIMO
DISCIPLINA: MUSICA


I. "
Música,MUC743,": INTRODUCCIÓN A LA MUSICOLOGÍA 
TRADUCCIÓN : INTRODUCTION TO MUSICOLOGY
"
Música,MUC740,"CURSO: INTRODUCCION A LA MUSICA ELECTROACUSTICA / INTRODUCTION TO ELECTROACUSTIC MUSIC
SIGLA: MUC740
CREDITOS: 10
MODULOS: 02	
CARACTER: MINIMO
DISCIPLINA: MÚSICA


I. "
Música,MUC741,"CURSO: ORQUESTACION E INSTRUMENTACION  1 / ORCHESTRATION AND INSTRUMENTATION 1
SIGLA: MUC741 
CREDITOS: 05 
MODULOS: 01	
CARACTER: MINIMO
DISCIPLINA: MÚSICA
	
	
I. "
Música,MUC739,"CURSO: ORGANOLOGIA / ORGANOLOGY
SIGLA: MUC739 
CREDITOS: 05 
MODULOS: 01	
CARACTER: MINIMO Y OPPTATIVO DE PROFUNDIZACION
DISCIPLINA: MÚSICA


I. "
Música,MUC737,"CURSO: COMPOSICIÓN 7 / COMPOSITION 7
SIGLA: MUC737 
CREDITOS: 10
MODULOS: 01	
CARACTER: MINIMO
DISCIPLINA: MÚSICA


I. "
Música,MUC735,"CURSO: COMPOSICIÓN 5 / COMPOSITION 5
SIGLA: MUC735 
CREDITOS: 10
MODULOS: 01	
CARACTER: MINIMO
DISCIPLINA: MÚSICA


I. "
Música,MUC733,"CURSO: COMPOSICIÓN 3 / COMPOSITION 3
SIGLA: MUC733 
CREDITOS: 08
MODULOS: 02	
CARACTER: MINIMO
DISCIPLINA: MÚSICA


I. "
Música,MUC731,"CURSO: COMPOSICIÓN 1 / COMPOSITION 1
SIGLA: MUC731 
CREDITOS: 08
MODULOS: 02	
CARACTER: MINIMO
DISCIPLINA: MÚSICA


I. "
Música,MUC729,"CURSO: CONTRAPUNTO INSTRUMENTAL 1 / INSTRUMENTAL COUNTERPOINT 1 
SIGLA: MUC729
CREDITOS: 10
MODULOS: 02	
CARACTER: MINIMO Y OPTATIVO DE PROFUNDIZACION 
DISCIPLINA: MUSICA


I. "
Música,MUC727,"CURSO: CONTRAPUNTO VOCAL 1 / VOCAL COUNTERPOINT 1
SIGLA: MUC727
CREDITOS: 10
MODULOS: 02	
CARACTER: MINIMO Y OPTATIVO DE PROFUNDIZACION
DISCIPLINA: MUSICA


I. "
Música,MUC725,"CURSO: ANALISIS 3 / ANALYSIS 3
SIGLA: MUC725
CREDITOS: 08 
MODULOS: 02	
CARACTER: ESPECIALIDAD
DISCIPLINA: MÚSICA
	
	
I. "
Música,MUC723,"CURSO: ANALISIS 1 / ANALYSIS 1
SIGLA: MUC723 
CREDITOS: 08 
MODULOS: 02	
CARACTER: MINIMO
DISCIPLINA: MÚSICA
	

I. "
Música,MUC721A,"CURSO:ARMONÍA 3 
TRADUCCIÓN:HARMONY 3 
SIGLA:MUC721A
CRÈDITOS:10
MÓDULOS:02
CARÁCTER:MÍNIMO
TIPO:TALLER
CALIFICACIÓN:ESTANDAR
DISCIPLINA:MÚSICA
PALABRAS CLAVE:ACORDES, ENLACES, GUITARRA, PIANO, TONALIDAD.


I."
Música,MUC719,"CURSO: ARMONÍA 1
TRADUCCIÓN: HARMONY 1
SIGLA: MUC719
CRÉDITOS: 05
MÓDULOS: 02
REQUISITOS: MUC709 y MUC718
TIPO: CÁTEDRA / PRÁCTICO
CALIFICACIÓN: ESTÁNDAR
DISCIPLINA: MÚSICA


I. DESCRIPCIÓN

El curso, de carácter teórico-práctico, desarrolla los elementos fundamentales para la comprensión y manejo del lenguaje armónico tonal.


II. OBJETIVOS

Generales:

1. Conocer el sistema tonal y su lógica.

2. Conocer e identificar los elementos del fenómeno composicional tonal.

3. Adquirir los conocimientos y recursos técnicos para lograr una adecuada destreza en la práctica armónica escrita, auditiva, analítica y su realización al piano.

4. Integrar la asignatura a las diferentes materias de la formación musical del alumno.


Específicos;

1. Adquirir los conocimientos básicos de la escritura armónica a 4 voces y voces libres, a través de corales, acompañamiento de melodías, bajos dados y creación de pequeñas piezas en estilo.

2. Desarrollar la capacidad auditiva y de reconocimiento de los procesos armónicos.

3. Manejar los recursos metodológicos para abordar el análisis armónico de obras musicales específicas (incluyendo aquellas del repertorio modal que sirvan de ejemplo para entender el fenómeno de la tonalidad).

4. Desarrollar las facultades creativas y lúdicas a través de la improvisación. 


III. CONTENIDOS
	
1. Acordes de tres sonidos (tríadas) en estado fundamental. En el modo mayor, menor  armónico y menor natural.

2. Conceptos de posición, disposición y estado.

3. Concepto de función armónica (tónica, subdominante, dominante).

4. El enlace armónico (simple y doble) y melódico (natural y artificial). Enlaces con dos notas comunes, una nota común y sin nota común.

5. Cadencias y semicadencias (auténtica, completa, rota, suspensiva y frigia).

6. Intercambio modal.

7. Primera inversión de la tríada en los grados principales y secundarios.

8. Iniciación al bajo cifrado.

9. Adornos armónicos: nota de paso, de vuelta, anticipación, apoyatura, retardo y pedal.

10. Segunda inversión de la tríada en sus usos más frecuentes: como adorno y cadencial. 

11. Cadencia clásica.


IV. METODOLOGÍA

- Armonización escrita de ejercicios: sucesiones de acordes, bajos cifrados, melodías dadas y corales. Énfasis en la buena conducción de las voces y corrección del enlace.
- Realización directa al piano, utilizando tanto la textura acordal como el arpegio y la melodía acompañada. Énfasis en la improvisación, la creatividad y los aspectos lúdicos de la música.
- Audición y discriminación de sucesiones armónicas y músicas adecuadas a la materia. Énfasis en el desarrollo del oído armónico.
- Análisis armónico (en partitura) de obras musicales. Énfasis en el desarrollo de la capacidad de racionalizar los procesos armónicos como parte esencial del lenguaje tonal.


V. EVALUACIÓN

- Pruebas escritas y trabajos.
- Examen final ante comisión.


VI. BIBLIOGRAFÍA

Butterworth, Anna. Harmony in Practice. London, The Associated Board of the Royal Schools of Music, 1999.

Butterworth, Anna. StylisticHarmony. London, The Associated Board of The Royal Schools of Music, 1994.

Cristensen, J.B	Les Fondements de la Basse Continue au XVIIIe Siécle. Un méthode basée sur les sources dépoque. Basel, Barenreiter-Verlag, 1995.

Contreras, Silvia y Julia Grandela. Desde el piano....la armonía. Santiago, Facultad de Artes U. de Chile, 2005.

De la Motte, Diether. Armonía. Barcelona, Editorial Labor, 1994.

De Murcia, Santiago. Resumen de acompañar la parte con la guitarra. Madrid, 1714; Madrid, Música Facsímil, 1984.

Del Sordo, Federico. Il Basso Continuo. Padova, Edizioni Musicali Euganea, 1996.

Hindemith, Paul. Armonía tradicional. Buenos Aires, Ricordi, 1943.

Lloyd, Ruth & Norman. Creative Keyboard Musicianship. New York, Dodd, Meadd & Company, 1975.

Morris, R. O. Figured Harmony at the Keyboard. Oxford, Oxford University Press, Renewed in USA, 1960, Part I y II.

Piston, Walter. Harmony. New York, Norton and Company, 1948.

Rimsky-Korsakov, N. Tratado práctico de armonía. Buenos Aires, Ricordi, 1946.

Schoenberg, Arnold. Tratado de armonía. Madrid, Real Musical Editores, 1974.

Wolf, Erich. Generalbassubunguen. Edition Breitkopf N° 6620, 1971.



PONTIFICIA UNIVERSIDAD CATÓLICA DE CHILE
INSTITUTO DE MÚSICA / Julio 2016"
Música,MUC717A,"CURSO:TECLADO FUNCIONAL 1 
TRADUCCIÓN:KEYBOARD INTRO 1
SIGLA:MUC717A
CRÉDITOS:05
MÓDULOS:01	
CARÁCTER:MÍNIMO
TIPO:TALLER
CALIFICACIÓN:ESTANDAR
DISCIPLINA:MÚSICA
PALABRAS CLAVE:TECLADO, PRÁCTICA, ARMONÍA, LECTURA


I."
Música,MUC715,"CURSO: LECTURA Y AUDITIVO AVANZADO 3 / ADVANCED READING AND EAR TRAINING 3
SIGLA: MUC715
CREDITOS: 05
MODULOS: 02
CARACTER: MINIMO
DISCIPLINA: MUSICA


I. "
Música,MUC713,"CURSO: LECTURA Y AUDITIVO AVANZADO 1 / ADVANCED READING AND EAR TRAINING 1
SIGLA: MUC713
CREDITOS: 05
MODULOS: 02
CARACTER: MINIMO
DISCIPLINA: MUSICA


I. "
Música,MUC711A,"CURSO:LECTURA Y AUDITIVO 3 
TRADUCCIÓN:READING AND EAR TRAINING 3 
SIGLA:MUC711A
CRÉDITOS:10
MÓDULOS:03	
CARÁCTER:MÍNIMO
TIPO:TALLER
CALIFICACIÓN:ESTANDAR
DISCIPLINA:MÚSICA
PALABRAS CLAVE:SOLFEO, LECTURA MUSICAL, AUDITIVO


I."
Música,MUC709A,"CURSO:LECTURA Y AUDITIVO 1 
TRADUCCIÓN:READING AND EAR TRAINING 1 
SIGLA:MUC709A
CRÉDITOS:10
MÓDULOS:03	
CARÁCTER:MÍNIMO
TIPO:TALLER
CALIFICACIÓN:ESTANDAR
DISCIPLINA:MÚSICA
PALABRAS CLAVE:SOLFEO, LECTURA MUSICAL, AUDITIVO


I."
Música,MUC706A,"CURSO: HISTORIA DE LA MÚSICA: DEL ROMANTICISMO A LA MÚSICA DOCTA DEL SIGLO XX
TRADUCCIÓN: HISTORY OF WESTERN CLASSICAL MUSIC: FROM ROMANTICISM TO THE 20TH CENTURY
SIGLA: MUC706A
CRÉDITOS: 10
MÓDULOS: 02
REQUISITOS: SIN REQUISITOS
TIPO: CÁTEDRA
CALIFICACIÓN: ESTÁNDAR
DISCIPLINA: MÚSICA
 

I. "
Música,MUC704A,"CURSO: HISTORIA DE LA MÚSICA: EDAD MEDIA Y RENACIMIENTO
TRADUCCIÓN: HISTORY OF MEDIEVAL AND RENAISSANCE MUSIC
SIGLA: MUC704A
CRÉDITOS: 10
MÓDULOS: 02	
REQUISITOS: SIN REQUISITOS
TIPO: CÁTEDRA
CALIFICACIÓN: ESTÁNDAR
DISCIPLINA: MÚSICA


I. "
Música,MUC701A,"CURSO:PRÁCTICA CORAL PARA MÚSICOS
TRADUCIÓN:CHORAL PRACTICE FOR MUSICIANS
SIGLA:MUC701A
CRÉDITOS:5
MÓDULOS:02	
CARACTER:MÍNIMO
TIPO:TALLER
CALIFICACION:ESTANDAR
DISCIPLINA:MUSICA
PALABRAS CLAVE:CANTO, CORO, LECTURA MUSICAL, ENSAMBLE, AFINACION.


I."
Música,MUC695D,"CURSO:INTERPRETACIÓN 4-CONTRABAJO/PERFORMANCE STUDIES 4
SIGLA:MUC695D
CRÉDITOS:15
MÓDULOS:01
CARÁCTER:MÍNIMO
DISCIPLINA:MÚSICA


I."
Música,MUC701,"CURSO:CORO
TRADUCCIÓN:CHORUS
SIGLA:MUC701
CRÉDITOS:10
MÓDULOS:02
CARÁCTER:FORMACIÓN GENERAL
TIPO:TALLER
CALIFICACIÓN:ESTÁNDAR
PALABRAS CLAVE:CORO, CANTO CORAL, MÚSICA VOCAL
NIVEL FORMATIVO:PREGRADO
ÁREA FG:ARTES
HAB.SUPERIORES:TRABAJO EN EQUIPO, RESOLUCIÓN DE PROBLEMAS, PENSAMIENTO CRÍTICO, COMUNICACIÓN EFECTIVA, CREATIVIDAD E INNOVACIÓN


I.INTEGRIDAD ACADÉMICA Y CÓDIGO DE HONOR

En este curso nos comprometemos con la Integridad Académica, reconociéndola como pilar fundamental del proceso formativo de nuestros estudiantes, para colaborar en la construcción de una cultura de respeto e integridad en la UC. Por tanto, las estrategias metodológicas y de evaluación, debiesen favorecer la promoción de los valores de honestidad, confianza, justicia, respeto y responsabilidad, así como el desarrollo de habilidades transversales para el aprendizaje.

Además, para fortalecer esta cultura de respeto e integridad, este curso se adscribe y compromete con el Código de Honor UC: 

Como miembro de la comunidad de la Pontificia Universidad Católica de Chile, me comprometo a respetar los principios y normativas que la rigen. Asimismo, me comprometo a actuar con rectitud y honestidad en las relaciones con los demás integrantes de la comunidad y en la realización de todo trabajo, particularmente en aquellas actividades vinculadas a la docencia, al aprendizaje y la creación, difusión y transferencia del conocimiento. Además, me comprometo a velar por la dignidad e integridad de las personas, evitando incurrir en y, rechazando, toda conducta abusiva de carácter físico, verbal, psicológico y de violencia sexual. Del mismo modo, asumo el compromiso de cuidar los bienes de la Universidad.


II."
Música,MUC4001,"CURSO		: MÚSICA Y DISCURSO
TRADUCCIÓN	: MUSIC AND DISCOURSE
SIGLA		: MUC4001
CRÉDITOS	: 10 UC / 6 SCT
MÓDULOS		: 2
REQUISITOS	: SIN REQUISITOS
CONECTOR	: NO APLICA
RESTRICCIONES	: NIVEL POSTGRADO
CARÁCTER	: OPTATIVO
TIPO		: TALLER
CALIFICACIÓN	: ESTÁNDAR (1.0 a 7.0)
PALABRAS CLAVE	: MÚSICA, DISCURSO, ESTÉTICA



I."
Música,MUC3023,"CURSO			: 	Música y cultura
TRADUCCIÓN	: 	Music and culture
"
Música,MUC3024,"CURSO0:TALLER MÚSICA DE CÁMARA III
TRADUCCIÓN:CHAMBER MUSIC WORKSHOP III
SIGLA:MUC3024
CRÉDITOS:10
MÓDULOS:01		
CARÁCTER:OPTATIVO
TIPO:TALLER
CALIFICACIÓN:CALIFICACIÓN DE 1.0 A 7.0
DISCIPLINA:MÚSICA
PALABRAS CLAVE:INTERPRETACIÓN, REPERTORIO DE MÚSICA DE CÁMARA, OBRA MUSICAL.
NIVEL FORMATIVO:MAGÍSTER.


I."
Música,MUC3015,Programa de curso no disponible
Música,MUC3012,Programa de curso no disponible
Música,MUC1000,"CURSO:APRECIACIÓN DE MÚSICA EN VIVO
TRADUCCIÓN:LIVE MUSIC APPRECIATION 
SIGLA:MUC1000
CRÉDITOS:10
MÓDULOS:02
CARÁCTER:FORMACIÓN GENERAL
TIPO:CÁTEDRA
CALIFICACIÓN:ESTÁNDAR
PALABRAS CLAVE:AUDICIÓN MUSICAL, APRECIACIÓN MUSICAL, CONCIERTOS
NIVEL FORMATIVO:PREGRADO
ÁREA FG:ARTES
HABILIDADES FG:COMUNICACIÓN EFECTIVA, PENSAMIENTO CRÍTICO, COLABORACIÓN


I.INTEGRIDAD ACADÉMICA Y CÓDIGO DE HONOR

En este curso nos comprometemos con la Integridad Acade´mica, reconocie´ndola como pilar fundamental del proceso formativo de nuestros estudiantes, para colaborar en la construccio´n de una cultura de respeto e integridad en la UC. Por tanto, las estrategias metodolo´gicas y de evaluacio´n, debiesen favorecer la promocio´n de los valores de honestidad, confianza, justicia, respeto y responsabilidad, asi´ como el desarrollo de habilidades transversales para el aprendizaje.
 
Adema´s, para fortalecer esta cultura de respeto e integridad, este curso se adscribe y compromete con el Co´digo de Honor UC:

Como miembro de la comunidad de la Pontificia Universidad Cato´lica de Chile, me comprometo a respetar los principios y normativas que la rigen. Asimismo, me comprometo a actuar con rectitud y honestidad en las relaciones con los dema´s integrantes de la comunidad y en la realizacio´n de todo trabajo, particularmente en aquellas actividades vinculadas a la docencia, al aprendizaje y la creacio´n, difusio´n y transferencia del conocimiento. Adema´s, me comprometo a velar por la dignidad e integridad de las personas, evitando incurrir en y, rechazando, toda conducta abusiva de cara´cter fi´sico, verbal, psicolo´gico y de violencia sexual. Del mismo modo, asumo el compromiso de cuidar los bienes de la Universidad. 


II."
Medicina Veterinaria,VET1400,"CURSO: ECOLOGÍA VETERINARIA
TRADUCCIÓN: VETERINARY ECOLOGY
SIGLA: VET1400
CREDITOS: 10
MÓDULOS: 5
CARÁCTER: MÍNIMO
TIPO: CÁTEDRA
CALIFICACIÓN: ESTÁNDAR 1.0 A 7.0
DISCIPLINA: MEDICINA VETERINARIA
PALABRAS CLAVES: BIODIVERSIDAD, SALUD, CONSERVACIÓN, FAUNA SILVESTRE,
ECOSISTEMAS

I. "
Medicina Veterinaria,VET1150,"CURSO: PATOLOGÍA GENERAL Y SISTEMÁTICA
TRADUCCIÓN: GENERAL AND SYSTEMATIC PATHOLOGY
SIGLA: VET1150
CREDITOS: 10
MÓDULOS: 6
CARÁCTER: MÍNIMO
TIPO: CÁTEDRA
CALIFICACIÓN: ESTÁNDAR 1.0 A 7.0
DISCIPLINA: MEDICINA VETERINARIA
PALABRAS CLAVES: PATOLOGÍA ANIMAL, ENFERMEDAD ANIMAL, SISTEMAS, SALUD
ANIMAL

I. "
Medicina Veterinaria,VET1140,"CURSO: ENFERMEDADES PARASITARIAS
TRADUCCIÓN: PARASITIC DISEASES
SIGLA: VET1140
CREDITOS: 10
MÓDULOS: 5
CARÁCTER: MÍNIMO
TIPO: CÁTEDRA
CALIFICACIÓN: ESTÁNDAR 1.0 A 7.0
PALABRAS CLAVES: PARASITOLOGÍA, ZOONOSIS, PARÁSITOS, SALUD ANIMAL

I. "
Medicina Veterinaria,VET1100,"CURSO: FISIOLOGÍA ANIMAL
TRADUCCIÓN: ANIMAL PHYSIOLOGY
SIGLA: VET1100
CREDITOS: 10
MÓDULOS: 4
CARÁCTER: MÍNIMO
TIPO: CÁTEDRA
CALIFICACIÓN: ESTÁNDAR 1.0 A 7.0
DISCIPLINA: MEDICINA VETERINARIA
PALABRAS CLAVES: FISIOLOGÍA, HOMEOSTASIS, SISTEMAS

I. "
Medicina Veterinaria,VET0500,"CURSO: ETOLOGÍA Y BIENESTAR ANIMAL
TRADUCCIÓN: ANIMAL BEHAVIOR AND WELFARE
SIGLA: VET0500
CREDITOS: 10
MÓDULOS: 4
CARÁCTER: MÍNIMO
TIPO: CÁTEDRA
CALIFICACIÓN: ESTÁNDAR 1.0 A 7.0
DISCIPLINA: MEDICINA VETERINARIA
PALABRAS CLAVES: CONDUCTA ANIMAL, BIENESTAR ANIMAL, ETOLOGÍA

I. "
Medicina Veterinaria,VET0140,"CURSO: BIOLOGÍA Y DIVERSIDAD ANIMAL
TRADUCCIÓN: ANIMAL BIOLOGY AND DIVERSITY
SIGLA: VET0140
CREDITOS: 10
MÓDULOS: 4
CARÁCTER: MÍNIMO
TIPO: CÁTEDRA
CALIFICACIÓN: ESTÁNDAR 1.0 A 7.0
DISCIPLINA: MEDICINA VETERINARIA
PALABRAS CLAVES: BIODIVERSIDAD, EVOLUCIÓN, ZOOLOGÍA, VERTEBRADOS, FAUNA
DE CHILE

I. "
Medicina Veterinaria,VET0120,"CURSO: ANATOMÍA VETERINARIA II
TRADUCCIÓN: VETERINARY ANATOMY II
SIGLA: VET0120
CREDITOS: 10
MÓDULOS: 6
CARÁCTER: MÍNIMO
TIPO: CÁTEDRA
CALIFICACIÓN: ESTÁNDAR 1.0 A 7.0
DISCIPLINA: MEDICINA VETERINARIA
PALABRAS CLAVES: ANATOMÍA COMPARADA, ANATOMÍA DE ANIMALES DOMÉSTICOS,
MORFOLOGÍA

I. "
Medicina,MUR1040,Programa de curso no disponible
Medicina Veterinaria,VET0010,"CURSO: INTRODUCCIÓN A LA MEDICINA VETERINARIA
TRADUCCIÓN: INTRODUCTION TO VETERINARY MEDICINE
SIGLA: VET0010
CREDITOS: 5
MÓDULOS: 2
CARÁCTER: MÍNIMO
TIPO: CÁTEDRA
CALIFICACIÓN: ESTÁNDAR 1.0 A 7.0
DISCIPLINA: MEDICINA VETERINARIA
PALABRAS CLAVES: MEDICINA VETERINARIA, HISTORIA DE LA MEDICINA VETERINARIA,
RECURSOS PARA LA INVESTIGACIÓN

I. "
Medicina,MUR1020,Programa de curso no disponible
Medicina,MUR1000,Programa de curso no disponible
Medicina,MTP1020,Programa de curso no disponible
Medicina,MTP1010,Programa de curso no disponible
Medicina,MTP1000,Programa de curso no disponible
Medicina,MTO1040,Programa de curso no disponible
Medicina,MTO1020,Programa de curso no disponible
Medicina,MTI1020,Programa de curso no disponible
Medicina,MTO1000,Programa de curso no disponible
Medicina,MTI1010,Programa de curso no disponible
Medicina,MTG1020,Programa de curso no disponible
Medicina,MTI1000,Programa de curso no disponible
Medicina,MTG1010,Programa de curso no disponible
Medicina,MTG1000,Programa de curso no disponible
Medicina,MTC1020,Programa de curso no disponible
Medicina,MTC1000,Programa de curso no disponible
